rede,etapa,media_tdi,media_aprovacao,media_reprovacao,media_abandono,media_horas_aula
estadual,EF anos finais,19.432220708446867,95.18225407388448,5.216779396462019,13.597482350939865,34.96652867218645
federal,EF anos finais,22.9,98.87391304347825,5.386956521739131,0.996,35.128571428571426
municipal,EF anos finais,19.476146456407466,90.65574738415546,5.143773322919379,4.1891465899556515,55.52750656167979
estadual,EF anos iniciais,19.112520788785936,90.38075757575757,5.226461024694613,43.77791953729693,0.8875651640601042
federal,EF anos iniciais,21.94,97.575,5.317391304347826,10.495999999999999,3.9857142857142858
municipal,EF anos iniciais,19.3505893019039,89.02623373508425,5.188273840317296,22.490153422030446,0.31711286089238844
estadual,EM,17.860955347871236,5.261562793878772,20.755150098867517,22.798942340498122,9.211666666666666
federal,EM,25.4464,5.360869565217391,32.25161476355248,31.656521739130433,16.255555555555556
municipal,EM,23.46666666666667,5.22775078837467,16.307656848659004,21.98543436149605,16.936637931034483
